id,title,text,source
wiki_2116,Apple II,"file system and larger storage devices. With an optional third-party Z80-based expansion card, the Apple II could boot into the CP/M operating system and",Wikipedia
wiki_1236117,Pipeline (Unix),"In Unix-like computer operating systems, a pipeline is a mechanism for inter-process communication using message passing. A pipeline is a set of processes",Wikipedia
wiki_202655,Tim Paterson,"computer programmer, best known for creating 86-DOS, an operating system for the Intel 8086. This system emulated the application programming interface (API)",Wikipedia
wiki_21291678,Windows 3.1,"Windows 3.1 is a consumer-oriented operating system developed by Microsoft, released to manufacturing on April 6, 1992. Unlike its predecessors, which",Wikipedia
wiki_216454,IPAQ,"Personal Navigation Device, it is a handheld GPS unit operating on the Windows CE 5.0 core Operating System with a custom user interface. The 600 and 900 series",Wikipedia
wiki_34064,Windows 95,"Windows 95 is a consumer-oriented operating system developed by Microsoft, released to manufacturing on July 14, 1995, and to retail on August 24, 1995",Wikipedia
wiki_63429,Atari 8-bit computers,"wrong slot. The operating system boots automatically, loading drivers from devices on the serial bus (SIO). The disk operating system for managing floppy",Wikipedia
wiki_18847,Multics,time-sharing operating system based on the concept of a single-level memory. It has been written that Multics &quot;has influenced all modern operating systems since,Wikipedia
wiki_34353948,Parabola GNU/Linux-libre,distributions by offering only free software. It includes the GNU operating system components common to many Linux distributions and the Linux-libre kernel,Wikipedia
wiki_11405272,Hydra (operating system),object-oriented microkernel designed to support a wide range of possible operating systems to run on it. Hydra was created as part of the C.mmp project at Carnegie,Wikipedia
wiki_3600079,Dynamic linker,"A dynamic linker is an operating system feature that loads and links dynamic libraries for an executable at runtime, before or while it is running. Although",Wikipedia
wiki_24782330,Master boot record,"MBR-compliant operating systems and associated system tools, and may cause serious data corruption when used outside of narrowly controlled system environments",Wikipedia
wiki_31692117,Raspberry Pi,"February 2013. The Raspberry Pi did not ship with a pre-installed operating system. While ports of RISC OS 5 and Fedora Linux were available, a port of",Wikipedia
wiki_82418,TRIPOS,TRIPOS (Trivial Portable Operating System) is a computer operating system. Development started in 1976 at the Computer Laboratory of Cambridge University,Wikipedia
wiki_21347315,Linux kernel,"computer systems worldwide. The kernel was created by Linus Torvalds in 1991 and was soon adopted as the kernel for the GNU operating system (OS), which",Wikipedia
wiki_4240094,History of Microsoft,"Albuquerque, New Mexico, United States. It is best known for the Windows operating system, the Office productivity software suite, the Microsoft 365 subscription",Wikipedia
wiki_1172091,System Settings,"System Settings (known as System Preferences prior to macOS Ventura) is an application in macOS that allows users to modify system settings, such as displays",Wikipedia
wiki_2204566,Preemption (computing),"(simultaneously). The operating system which controls such a design is called a multi-tasking system. Today, nearly all operating systems support preemptive",Wikipedia
wiki_32599260,Chippewa Operating System,"The Chippewa Operating System (COS) is a discontinued operating system developed by Control Data Corporation in 1964 for the CDC 6600, generally considered",Wikipedia
wiki_39501939,Antergos,"bring Numix-Square icons and an exclusive Numix-Frost theme to the operating system. On 7 March 2015, an Antergos Minimal ISO was made available, providing",Wikipedia
wiki_39184,NTFS,formed a joint project to create the next generation of graphical operating system; the result was OS/2 and HPFS. Because Microsoft disagreed with IBM,Wikipedia
wiki_38869123,Rodos (operating system),Rodos (Realtime Onboard Dependable Operating System) is a real-time operating system for embedded systems and was designed for application domains demanding,Wikipedia
wiki_30500317,Mobile security,facto international standard for mobile communications. Smartphone operating systems or browsers are another weakness. Some malware makes use of the common,Wikipedia
wiki_147957,Filename extension,"inspired later microcomputer operating systems to adopt the same concept, first with CP/M and then DOS. The Multics file system took this concept further",Wikipedia
wiki_27901292,Rooting (Android),"and replacement of the device&#039;s operating system, usually with a more recent release of its current operating system. Root access is sometimes compared",Wikipedia
wiki_53360073,Nintendo Switch system software,The Nintendo Switch system software (also known by its codename Horizon) is an updatable firmware and operating system used by the Nintendo Switch and,Wikipedia
wiki_4594185,Clipboard (computing),The clipboard is a buffer that some operating systems provide for short-term storage and transfer across applications. The clipboard provides an application,Wikipedia
wiki_946149,DOSBox,otherwise inaccessible since hardware for running a compatible disk operating system (DOS) is obsolete and generally unavailable today. It was first released,Wikipedia
wiki_6563304,Linux Unified Key Setup,"facilitates compatibility and interoperability among different programs and operating systems, and assures that they all implement password management in a secure",Wikipedia
wiki_21291914,Windows 3.0,"release of Microsoft Windows, a family of graphical user shells and operating systems, launched on May 22, 1990. It introduces a new graphical user interface",Wikipedia
wiki_17699830,Shutdown (computing),"system and powering off, automatically restarting the system after shutting down, or putting the system into stand-by mode. Just like other operating",Wikipedia
wiki_6904,Context switch,"state of the running process. However, in a multitasking operating system, the operating system switches between processes or threads to allow the execution",Wikipedia
wiki_16988558,Windows Phone,Windows Phone (WP) is a discontinued mobile operating system developed by Microsoft for smartphones as the replacement successor to Windows Mobile and,Wikipedia
wiki_71284012,OpenHarmony,"OpenHarmony (OHOS, OH) is a family of open-source distributed operating systems sharing some principles from Huawei LiteOS lineage. Huawei donated the",Wikipedia
wiki_31055925,Nintendo 3DS system software,Nintendo 3DS system software is an updatable firmware and operating system used for the Nintendo 3DS and New Nintendo 3DS handheld systems. The Nintendo,Wikipedia
wiki_521023,TRSDOS,TRSDOS (Tandy Radio Shack Disk Operating System) is the operating system for the Tandy TRS-80 line of eight-bit Zilog Z80 microcomputers sold through,Wikipedia
wiki_1368,Assembly language,"specific to an operating system or to particular operating systems. Most assembly languages do not provide specific syntax for operating system calls, and",Wikipedia
wiki_12323,GNU Compiler Collection,"support various programming languages, hardware architectures, and operating systems. The Free Software Foundation (FSF) distributes GCC as free software",Wikipedia
